		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
		Agriculture	Agricultural services	Forestry	Fisheries	Mining	Livestock products	Seafood products	Flour and grain mill products	Miscellaneous foods and related products	Beverages	Prepared animal foods and organic fertilizers	Tobacco	Textile products (except chemical fibers)	Chemical fibers	"Pulp, paper, and coated and glazed paper"	Paper products	Chemical fertilizers	Basic inorganic chemicals	Basic organic chemicals	Organic chemicals	Pharmaceutical products	Miscellaneous chemical products	Petroleum products	Coal products	Glass and its products	Cement and its products	Pottery	"Miscellaneous ceramic, stone and clay products"	Pig iron and crude steel	Miscellaneous iron and steel	Smelting and refining of non-ferrous metals	Non-ferrous metal products	Fabricated constructional and architectural metal products	Miscellaneous fabricated metal products	General-purpose machinery	Production machinery	Office and service industry machines	Miscellaneous business oriented machinery	Ordnance	Semiconductor devices and integrated circuits	Miscellaneous electronic components and devices	Electrical devices and parts	Household electric appliances	Electronic equipment and electric measuring instruments	Miscellaneous electrical machinery equipment	Image and audio equipment	Communication equipment	"Electronic data processing machines, digital and analog computer equipment and accessories"	Motor vehicles (including motor vehicles bodies)	Motor vehicle parts and accessories	Other transportation equipment	Printing	Lumber and wood products	Furniture and fixtures	Plastic products	Rubber products	Leather and leather products	Watches and clocks	Miscellaneous manufacturing industries	Electricity	"Gas, heat supply"	Waterworks	Water supply for industrial use	Sewage disposal	Waste disposal	Construction	Civil engineering	Wholesale	Retail	Railway	Road transportation	Water transportation	Air transportation	Other transportation and packing	Mail	Hotels	Eating and drinking services	Communications	Broadcasting	Information services	"Image information, sound information and character information production"	Finance	Insurance	Housing	Real estate	Research	Advertising	Rental of office equipment and goods	Automobile maintenance services	Other services for businesses	Public administration	Education	"Medical service, health and hygiene"	Social insurance and social welfare	Nursing care	Entertainment	"Laundry, beauty and bath services"	Other services for individuals	Membership organizations	Activities not elsewhere classified
10	Beverages	0.001358779	0.000794749	0.001027056	0.023491375	0.001580205	0.006656365	0.002078529	0.000653861	0.004545347	0.110765177	0.00196543	0.000440495	0.00050542	0.001095103	0.000495607	0.000634741	0.001083523	0.00050053	0.000220534	0.00075853	0.00162717	0.000905383	7.05327E-05	0.000159816	0.000645459	0.000582854	0.000537957	0.000853582	0.000187972	0.000136508	0.000317298	0.000267212	0.000590434	0.000517366	0.000523154	0.000528374	0.000441195	0.000796497	0.000874287	0.000624733	0.00042177	0.000509214	0.000254874	0.000618883	0.000416007	0.000283098	0.000382449	0.000780335	0.000208965	0.000230592	0.000397039	0.000827188	0.000313323	0.000459896	0.000766079	0.000749393	0.001025641	0.000258739	0.000674936	0.00035426	0.000393191	0.000911295	0.001201057	7.17515E-05	0.001751889	0.000749791	0.000575034	0.002114414	0.002461768	0.000923113	0.001480108	0.000578469	0.000896325	0.001273463	0.002521242	0.069181322	0.124269036	0.000311368	0.000584244	0.001137611	0.001503124	0.001438277	0.001880964	4.16041E-07	0.000987306	0.000870812	0.00045873	0.000700874	0.000561746	0.001592767	0.000737659	0.000763835	0.00093014	0.007876647	0.008478913	0.003187403	0.00292388	0.006417521	0.001398175	0.002237825
11	Prepared animal foods and organic fertilizers	0.153107865	0.032181528	0.002172944	0.063397743	0.000121701	0.001693529	0.001129143	0.000385184	0.001352861	0.000553313	0.008134813	0.000280315	0.000141716	0.000178715	9.38478E-05	6.09937E-05	0.000596723	0.000264169	6.62707E-05	0.000215579	0.001183698	0.000280628	1.75184E-05	1.68228E-05	0.000201045	0.000103094	0.000169072	0.000136698	3.40421E-05	4.42891E-05	6.81268E-05	8.1967E-05	6.02856E-05	5.85132E-05	0.00013232	0.000182476	0.000218717	0.000331476	0.000261579	0.000264324	0.000265053	0.000263785	0.000187107	0.000264691	0.00012476	0.000153993	0.000304526	0.000253589	0.000147229	0.000173249	0.000100519	6.245E-05	0.000139255	0.000125346	0.000109136	0.000181571	0.001883055	0.000272725	0.000245477	6.7054E-05	9.00313E-05	2.45632E-05	6.86318E-05	3.32507E-05	0.00013808	5.41364E-05	0.00010049	8.27811E-05	0.000394389	6.01867E-05	4.52745E-05	1.53278E-05	4.0606E-05	6.05693E-05	5.91627E-05	0.000758331	0.001125538	9.36139E-05	5.315E-05	0.000142553	6.94897E-05	3.45982E-05	5.57373E-05	4.16041E-07	2.70581E-05	0.005050709	1.6928E-05	0.002471095	2.27439E-05	6.93465E-05	4.78499E-05	0.001455655	0.001212166	0.000500551	0.000415644	0.002299579	7.60759E-05	0.00025995	6.41917E-05	0.000164156
12	Tobacco	6.18303E-05	0.000397374	0.000356499	0.000835909	0.00105347	0.000174647	0.000330117	0.000137905	0.000207555	0.000306652	8.54076E-05	0.000229349	0.000295819	0.00045249	0.000279275	0.000390359	0.000494652	0.000265162	6.7007E-05	0.000213166	0.000470054	0.000286261	3.63373E-05	9.33663E-05	0.000391508	0.000373296	0.000335583	0.000498793	0.000118472	8.55447E-05	0.000197229	0.000164637	0.000380347	0.000330074	0.000341127	0.000344878	0.000281054	0.000392287	0.00056322	0.000401129	0.000265399	0.000334746	0.000155993	0.000399893	0.000265115	0.000200657	0.00025616	0.000501469	0.000134882	0.000145586	0.000264327	0.00053466	0.000197742	0.00029218	0.000320747	0.000322976	0.00042328	0.000160838	0.000410654	0.000216527	0.000252088	0.000585423	0.000789266	3.76258E-05	0.001129621	0.00049336	0.000403866	0.001013442	0.000506919	0.000587573	0.000964713	0.000376477	0.000140198	0.000793181	0.001633801	0.000527305	0.00035847	0.000215627	0.000390713	0.000746258	0.000975188	0.00093327	0.001234411	1.3868E-07	0.000474461	0.00055647	0.000291496	0.000373402	0.000366368	0.000883617	0.000438758	0.000499061	0.000206558	0.001107634	0.000714424	0.000913227	0.001460565	0.000861878	0.000900689	0.000104115
13	Textile products (except chemical fibers)	0.005135718	0.006694454	0.011051459	0.038237005	0.007476977	0.001428812	0.00154456	0.000709736	0.002333309	0.001901359	0.000443909	0.005639064	0.353836854	0.014856135	0.004362645	0.013466587	0.004106395	0.001154994	0.000405724	0.00172057	0.00274211	0.002109317	5.76042E-05	0.00032552	0.01012176	0.00233748	0.006557948	0.008796699	0.000434696	0.000720305	0.000498342	0.002077512	0.002110727	0.002466054	0.002109245	0.002567589	0.001678798	0.002729911	0.003574913	0.008517658	0.004552555	0.003404981	0.008560454	0.00164718	0.002701308	0.001706365	0.002806565	0.002030339	0.002903993	0.001792097	0.002963445	0.002445045	0.003731328	0.012837364	0.003431126	0.023779734	0.054809388	0.006755198	0.015639405	0.000350241	0.000675726	0.001834871	0.003122748	0.001430655	0.007949586	0.006454145	0.002629894	0.01068725	0.00883958	0.004452687	0.004985819	0.006155286	0.001462672	0.005202425	0.008432962	0.012239331	0.001320921	0.001306432	0.001860656	0.003920143	0.003450235	0.005270621	0.004060862	9.29157E-06	0.000706405	0.008439795	0.000756551	0.009619185	0.001685239	0.009799358	0.011455878	0.004034499	0.005323682	0.019823161	0.013369444	0.017995588	0.016467678	0.015796732	0.050797682	0.001440358
14	Chemical fibers	0.000106137	0.000229143	0.000106101	7.36484E-05	0.000349889	4.06412E-05	5.73487E-05	2.79377E-05	7.5708E-05	0.000106586	4.95575E-05	0.098871095	0.08313707	0.001665469	0.001686991	0.000523732	0.000465862	0.000299921	0.00024962	0.000813536	0.000300334	0.000553062	1.31579E-05	0.000229631	0.000819294	0.000174519	0.000245923	0.008196687	3.61657E-05	6.26418E-05	5.94698E-05	7.28335E-05	9.13418E-05	0.000152034	8.06872E-05	0.000127586	7.30847E-05	0.001049278	7.30536E-05	0.000222175	0.000130453	0.000122431	0.000165796	5.39539E-05	0.000138248	0.000202213	0.000127184	6.3601E-05	5.45466E-05	9.32506E-05	0.000133806	0.000168725	0.000267369	0.000970107	0.001293334	0.000693821	0.00371727	8.39155E-05	0.013263915	0.000154437	4.55067E-05	7.04145E-05	0.000274527	9.3627E-05	0.000168058	7.77411E-05	0.000180928	0.000155368	0.000170672	9.36655E-05	6.97471E-05	1.97372E-05	0.00018978	0.000130689	5.46117E-05	8.66047E-05	3.62262E-05	0.000107767	8.03336E-05	0.000114831	4.92025E-05	5.2715E-05	0.0001365	1.94152E-06	5.52489E-05	8.28333E-05	2.02764E-05	6.79856E-05	8.02886E-05	0.000164775	0.000113282	0.000117624	0.000174301	0.00015594	0.000259068	0.000135904	0.000150319	0.000124824	7.22156E-05	0.001563316
15	"Pulp, paper, and coated and glazed paper"	0.00108203	0.0026714	0.001061008	0.000715617	0.000437361	0.000519548	0.0006318	7.48968E-05	0.000919961	0.003110495	0.000247788	0.03061622	0.004676618	0.016571035	0.386112347	0.375590419	0.001921028	0.00317797	0.000344976	0.002017706	0.005409329	0.009938474	4.89598E-05	0.000136264	0.018539933	0.000813974	0.021484965	0.016852514	0.000214098	0.000333078	0.000357948	0.001785241	0.000580569	0.001394813	0.001289595	0.000869963	0.00063358	0.001784369	0.001048673	0.002195317	0.006306156	0.006571912	0.002999249	0.000793439	0.004705899	0.002017462	0.002720133	0.001882752	0.00037943	0.000989482	0.000478724	0.25786039	0.013834251	0.018171627	0.009044125	0.004523866	0.002528829	0.00160838	0.020978921	0.000573781	0.000129318	0.000136735	0.000583371	0.000575762	0.002210187	0.00582198	0.000378324	0.000635829	-0.001189884	0.000757224	0.001553281	0.000544244	0.000228249	0.025426033	0.00165428	0.002143526	0.000275908	0.000950477	0.007505106	0.015451474	0.107738475	0.002136405	0.002219938	0.000490373	0.000514985	0.006039045	0.000199787	0.000440609	0.000570515	0.008088517	0.001630831	0.012501497	0.000550637	0.005695037	0.006823522	0.002211305	0.003037077	0.001560098	0.005279264	0.002396871
16	Paper products	0.035989039	0.090346122	0.019959682	0.004159905	0.001665776	0.014684644	0.014917893	0.002491804	0.020184882	0.043120582	0.003431067	0.035661889	0.007713596	0.007319698	0.024116321	0.032864604	0.007644856	0.005440288	0.000941412	0.007570814	0.034549365	0.021892041	0.000136858	0.000324679	0.024259877	0.00593635	0.060256272	0.009463495	0.000496667	0.000685419	0.000817898	0.001047772	0.000887112	0.005577003	0.001778444	0.001710667	0.002689624	0.007257903	0.001515273	0.002692174	0.004928882	0.003725345	0.006774203	0.001800155	0.008208875	0.002924309	0.00303899	0.002437223	0.000551457	0.001110275	0.001111401	0.017656182	0.002883267	0.01734452	0.00502253	0.002392334	0.014223308	0.008328613	0.014358145	0.001792809	0.000470127	0.001039842	0.002333482	0.001992417	0.006458414	0.001973662	0.001192155	0.019124253	0.013989705	0.00294501	0.004152035	0.001976243	0.00071894	0.035213629	0.006441909	0.003863145	0.005220848	0.002098636	0.00222662	0.004358357	0.008654737	0.006077953	0.008136055	3.41153E-05	0.001725929	0.012955274	0.001281876	0.002052802	0.000817409	0.006311149	0.003494007	0.011164426	0.003095608	0.020281716	0.025981349	0.004676954	0.005899547	0.008104028	0.007475321	0.001811147
17	Chemical fertilizers	0.03877289	0.001006489	0.003153316	0.000731574	0.000450672	0.000209137	0.000229395	4.99312E-05	0.000445155	0.000533802	0.000339522	0.000254832	0.000778941	0.004650385	0.00101985	0.000554229	0.084839317	0.013963207	0.00253964	0.008589258	0.003758644	0.007306565	0.000631199	-0.000979925	0.002509278	0.000710206	0.001324398	0.002168392	-0.000132243	0.000356285	0.001581597	0.000979154	0.00050238	0.0004436	0.000369831	0.000377993	0.000411101	0.000531197	0.001032177	0.001379485	0.00086842	0.000497861	0.000571123	0.000489393	0.001223154	0.000617527	0.000611291	0.000530008	0.000179009	0.000317431	0.000317981	0.000566798	0.000621772	0.000530513	0.002885304	0.004023171	0.000347307	0.000209789	0.000953957	0.000695912	0.000568016	0.00060753	0.000892214	0.001204025	0.001223188	0.000326539	0.000758859	0.00013087	0.000289271	0.000217048	0.000101072	1.93173E-05	0.000135068	0.000222171	8.64686E-05	0.00019744	0.000132478	0.000106009	9.41283E-05	0.000118349	0.000161132	5.04504E-05	0.000107835	2.91228E-06	0.000110372	0.000202481	9.15227E-05	0.00025274	0.000275393	0.000232976	0.000137528	0.000208602	0.000504964	0.000372402	0.000356266	0.000826858	0.00089687	0.001528	8.02396E-05	0.000674829
18	Basic inorganic chemicals	0.001695374	0.003013664	0.000292838	0.001746694	0.000370806	0.002972737	0.002476115	0.000129583	0.006163284	0.006059946	0.001480399	0.000385888	0.008721462	0.012764792	0.011458499	0.002292548	0.075315308	0.175644433	0.010152301	0.029711976	0.034910533	0.047684705	0.00055248	0.000672069	0.04556455	0.000958845	0.017831983	0.005178887	0.002975883	0.001738196	0.004100784	0.003255729	0.004233876	0.001455577	0.001513979	0.001054254	0.001062952	0.001386716	0.001192423	0.007735759	0.00522832	0.001402563	0.004401058	0.001852204	0.012333966	0.002490329	0.002839256	0.002585625	0.000313317	0.000484268	0.001477124	0.000274634	0.000592528	0.000644384	0.006624421	0.05397112	0.001931895	0.000300697	0.006536918	0.00017256	0.000189884	0.011649509	0.01108404	0.023951881	0.020517127	0.000303023	0.001078628	9.57507E-05	0.00045934	0.00023059	0.000154667	2.22569E-05	4.10335E-05	0.001197814	5.00608E-05	0.000204397	0.000276681	6.18851E-05	6.12645E-05	0.000156485	0.000328561	1.74878E-05	2.98024E-05	1.10944E-06	2.93234E-05	0.000257704	0.000234387	0.000270385	0.000441998	7.63957E-05	0.000429846	7.44151E-05	0.00085849	0.003303757	0.00086457	0.000252757	0.003343214	0.000206454	2.45734E-05	0.002602226
19	Basic organic chemicals	0.000974902	0.000977483	0.002279045	0.002920158	0.004949789	0.000661243	0.000791316	0.000121856	0.001293559	0.001509672	0.000573602	0.001186788	0.003634066	0.046846066	0.00314631	0.002263678	0.04195903	0.012663219	0.137892732	0.16207469	0.011360282	0.043864224	0.009808173	0.00552291	0.004853789	0.001979008	0.002249171	0.0084033	0.000503295	0.000396934	0.000960174	0.001292503	0.000443556	0.000924958	0.00043039	0.000469855	0.000767927	0.001337829	0.000464244	0.001661311	0.001615027	0.000946143	0.001347254	0.000358635	0.001361402	0.000900625	0.00057009	0.000666995	0.000208288	0.000684326	0.000495586	0.00075013	0.000763115	0.000882718	0.025265013	0.019951889	0.001703975	0.000398599	0.002388704	0.001981285	0.001760686	0.000332422	0.001063793	0.001827039	0.002146143	0.000472535	0.000882299	0.001166248	0.000904921	0.000588701	0.004703649	0.002376237	0.003634881	0.000994241	0.001981951	0.00083414	0.000455776	0.000249205	0.000223555	0.000424564	0.000331359	0.000244578	0.000299844	3.467E-05	0.000351755	0.001891715	0.000165187	0.000528316	0.000368286	0.00081198	0.001467531	0.001210086	0.000547623	0.000910625	0.001187555	0.001460973	0.003389043	0.001348096	0.00041875	0.002044606
20	Organic chemicals	0.014482178	0.005441419	0.002898674	0.002076884	0.005506949	0.006067398	0.00668763	0.000404799	0.010658719	0.012367136	0.004796535	0.048428962	0.063302818	0.402830537	0.030370665	0.020788266	0.125973927	0.083402851	0.132318631	0.365369002	0.111391337	0.242494679	0.005829503	0.012334443	0.034301521	0.009793292	0.008187188	0.077187644	0.002072127	0.002239634	0.006079097	0.017179581	0.003580599	0.008378883	0.003178482	0.003604831	0.00850738	0.01330854	0.01338059	0.01632807	0.015690834	0.00915337	0.014254211	0.003634586	0.01592419	0.009241126	0.005998265	0.006417992	0.002514561	0.006946285	0.003947172	0.008515841	0.009314046	0.012369523	0.257316904	0.208164417	0.018684032	0.00323774	0.026594409	0.002771121	0.002437394	0.002986067	0.004083594	0.004767976	0.006240393	0.0029156	0.003194254	0.001045732	0.002782125	0.001282353	0.001421863	0.000479783	0.001045926	0.003039272	0.000983011	0.004829951	0.003387285	0.000670006	0.000750186	0.001225423	0.002180998	0.000536209	0.000975744	5.68589E-05	0.000636306	0.004092108	0.000901462	0.003518385	0.002691175	0.005042998	0.001553115	0.00295812	0.007223404	0.006127035	0.006855291	0.004270193	0.029064193	0.00691642	0.00102807	0.008441586
21	Pharmaceutical products	0.007852614	0.103584201	0.000836074	0.012047646	0.002298999	0.000474074	0.000560475	0.000197347	0.001689494	0.001477347	0.003915044	0.000851866	0.000737318	0.001501964	0.000626313	0.000777466	0.00221939	0.001670421	0.000474572	0.001669121	0.064586313	0.005232582	6.58662E-05	0.000258229	0.000863131	0.000772197	0.000502093	0.001285591	0.000172205	0.000182162	0.000254817	0.000303044	0.000489592	0.000524118	0.000592465	0.00077504	0.000620682	0.001092799	0.001807487	0.000818332	0.000588508	0.000881427	0.000414704	0.00058651	0.000824007	0.001188389	0.000894321	0.000609102	0.000361352	0.000462955	0.000823861	0.001498435	0.00119759	0.001068971	0.001128921	0.001131792	0.000629494	0.000314683	0.001340724	0.000524771	0.00043477	0.000712333	0.001784427	0.000427884	0.023344586	0.000886875	0.001578104	0.001404237	0.056113461	0.00062218	0.00094954	0.000330704	0.001543029	0.000974135	0.003622578	0.001315864	0.001451924	0.000847151	0.000798873	0.001217261	0.00096726	0.000798148	0.001574977	9.84629E-06	0.000515614	0.004159366	0.000361812	0.001147711	0.000750822	0.001711898	0.002017644	0.001898545	0.364525869	0.029383338	0.016726366	0.001242509	0.001885399	0.001341755	0.000809918	0.004950873
22	Miscellaneous chemical products	0.047958327	0.015950087	0.006395756	0.007540365	0.017796802	0.001760532	0.000959025	0.000202697	0.003098098	0.005495275	0.001092374	0.014168648	0.011091979	0.018266924	0.012937948	0.021842236	0.021817021	0.007215979	0.009913358	0.02171699	0.024313993	0.110532786	0.001311816	0.003219875	0.006274705	0.006128388	0.00298694	0.025663822	0.000491905	0.001135894	0.001021903	0.004445422	0.009471781	0.008977518	0.004610899	0.00560163	0.014562123	0.004790908	0.069146404	0.003917351	0.006768185	0.006769846	0.004875857	0.004815859	0.009653732	0.005405305	0.007419685	0.006409023	0.008006468	0.011375413	0.011813047	0.043416986	0.047011665	0.034982103	0.014754495	0.011082977	0.007743861	0.001888099	0.036315419	0.000990288	0.004501894	0.00092767	0.004907175	0.00259793	0.011106801	0.010205616	0.004696266	0.001576684	0.00244875	0.000967877	0.0015315	0.000318315	0.001979437	0.001795967	0.001124092	0.002102503	0.001845919	0.001063425	0.002571487	0.003425358	0.010572934	0.000825449	0.001600685	0.000209546	0.000473957	0.006584187	0.006141324	0.018940997	0.009474603	0.008477104	0.002287563	0.00132819	0.007486438	0.007799758	0.008977383	0.008227298	0.041276205	0.02183463	0.005025005	0.005337311
23	Petroleum products	0.039485592	0.027903226	0.098953846	0.132529011	0.207676261	0.0052504	0.008026891	0.003499939	0.011151809	0.009105499	0.009206099	0.008602393	0.013914896	0.01911867	0.011395556	0.011791701	0.060276848	0.034953701	0.498225602	0.080035606	0.0085967	0.01738228	0.141411518	0.127443295	0.046299194	0.038820762	0.069834463	0.042226243	0.0091218	0.006948688	0.011930478	0.004727154	0.009239042	0.009333598	0.005801254	0.005806901	0.004710738	0.006987833	0.008844198	0.006467362	0.003895106	0.004503832	0.003728497	0.00275736	0.005539178	0.004059811	0.002782382	0.003480116	0.002322944	0.00488152	0.009594843	0.007538919	0.014354367	0.007728194	0.00402117	0.009251312	0.00976801	0.005440521	0.018150086	0.062884792	0.052874259	0.0043526	0.022408291	0.067167294	0.073532084	0.017029936	0.032376445	0.046998165	0.0278111	0.016014926	0.212365116	0.109014392	0.16215612	0.029420339	0.086880441	0.016760528	0.008074219	0.005250428	0.005827026	0.012799675	0.009103156	0.008191837	0.00755434	0.001596348	0.010251873	0.069375387	0.006166251	0.014921283	0.010486568	0.015692665	0.062300341	0.039722542	0.009041226	0.017753025	0.024858467	0.047870428	0.047145505	0.038360887	0.017184814	0.062794519
24	Coal products	0.000134076	4.93092E-05	2.12202E-05	1.22747E-05	0.000686467	1.42793E-05	2.07226E-05	2.37768E-06	7.76847E-05	3.14515E-05	9.9115E-05	1.45618E-05	8.47321E-05	0.001414508	0.000443721	0.001130416	0.004977924	0.001256291	0.001127338	0.002519624	0.000302634	0.000639862	0.000698136	0.03171762	0.000420228	0.000987146	0.000791565	0.012565819	0.03821498	0.008398095	0.002216569	0.00020117	0.000287179	0.000301568	0.000180977	0.000223076	4.51405E-05	0.00013891	0.000183812	0.000225032	0.000111965	0.000102562	6.30793E-05	5.52234E-05	0.000112537	8.71071E-05	5.55312E-05	2.93543E-05	3.27696E-05	0.000158105	0.000660052	2.30079E-05	8.70341E-05	4.14877E-05	0.000541287	0.000403307	3.256E-05	0.000181817	0.000100631	0.02173394	0.000669178	3.6026E-05	3.43159E-05	6.12513E-05	0.00059547	0.000668388	0.025387361	2.14025E-05	4.09075E-05	0.001005118	1.46836E-05	6.50909E-06	1.5815E-05	1.38229E-05	9.10196E-06	0.000198879	0.000726699	6.47527E-06	6.08588E-06	7.59909E-06	2.4951E-05	4.02597E-06	7.96247E-06	2.7736E-07	5.66332E-06	1.55755E-05	1.86022E-06	0.000587738	6.57654E-06	2.56415E-05	9.7145E-06	3.76876E-05	1.21593E-05	5.24945E-05	8.0557E-05	3.84216E-05	5.68278E-05	0.000234985	0.000301901	7.50519E-05
25	Glass and its products	0.000152592	0.00010442	0.002177188	7.36484E-05	0.000214878	0.000752191	0.00112336	4.16093E-05	0.001563281	0.015844273	0.000289964	0.000171101	0.001145122	0.001608432	0.000226822	0.000206159	0.002316226	0.002177903	0.000297114	0.001305164	0.013469007	0.008477213	0.001210301	0.000993384	0.12568306	0.000454828	0.000858169	0.004699921	0.000215514	0.000147428	0.000997437	0.003426923	0.001487776	0.001860168	0.001398112	0.001044387	0.006276685	0.051679918	0.003355752	0.003752327	0.024584973	0.000899215	0.003913046	0.002068655	0.021669054	0.003985148	0.002027337	0.001377206	0.015287212	0.000636693	0.008536877	0.000141699	0.000732479	0.034378324	0.00748036	0.001508689	0.000200787	0.010776148	0.01379807	0.000605062	0.000837455	7.9421E-05	0.000137264	0.000135628	0.000300233	0.007594627	0.000326173	0.000496046	0.001833192	0.001567863	0.000326221	8.27284E-05	5.9413E-05	9.80167E-05	0.000106948	0.00105437	0.000515801	5.42073E-05	5.39615E-05	0.000166054	8.86111E-05	8.02677E-05	9.32747E-05	1.3868E-06	4.98372E-05	0.010069559	4.76216E-05	0.000158806	0.008284797	0.000141865	0.000278589	0.003610333	0.000727551	0.00157607	0.00082675	0.001546072	0.000384504	0.00032573	0.000517044	0.003510195
26	Cement and its products	0.000238063	0.000292955	0.00032679	6.01462E-05	0.001555485	3.82247E-05	5.49391E-05	1.72382E-05	7.23476E-05	8.2997E-05	6.64282E-05	7.28091E-05	0.000102075	0.000494317	0.000525944	0.000252107	0.001044265	0.000890825	0.000590545	0.000715973	0.000143393	0.000244013	0.005016541	0.004248586	0.000819294	0.17868143	0.000986254	0.003609464	0.00092171	0.0002354	0.00300285	0.000103044	0.000129705	0.000264559	0.000159099	0.000145731	6.39491E-05	0.000117448	8.24799E-05	0.000277183	0.000236543	0.000156303	8.82257E-05	5.52234E-05	0.000188405	0.000155548	0.000113302	6.11548E-05	0.000153064	0.000152731	0.000136215	0.000112848	0.000781218	0.000511976	0.00020339	0.000183222	7.59734E-05	6.99296E-05	0.000841637	0.002534265	0.003379285	0.000129366	0.000411791	0.000218755	0.000691762	0.05008107	0.096651588	0.000146348	0.000208568	0.002979617	8.58991E-05	1.74276E-05	0.000171828	0.000227952	7.50911E-05	0.00012283	6.4168E-05	0.00012377	8.39851E-05	0.000106106	4.6171E-05	5.737E-05	0.000132177	0.000702138	0.000169774	0.000118232	2.39968E-05	9.0561E-05	9.7004E-05	0.000161515	0.000119464	0.000200921	6.66252E-05	0.000130619	0.000229947	0.000223861	0.00016865	0.00021121	4.76423E-05	0.00247895
27	Pottery	0.000208471	0.000116022	5.94164E-05	3.31418E-05	0.000127405	1.62565E-05	2.31323E-05	7.72745E-06	8.24288E-05	0.000177643	3.16325E-05	2.54832E-05	3.91452E-05	0.000144493	0.000111426	7.64454E-05	0.0009736	0.000655456	0.00015905	0.000154729	6.97797E-05	0.000253999	0.001433603	0.001169181	0.000598599	0.000636086	0.009345076	0.000992368	0.00026899	0.000107689	0.001077609	0.000419905	0.000351118	0.000764922	0.000410437	0.000675693	0.000378858	0.001869622	0.000605638	0.010251122	0.046951379	0.004822872	0.000335855	0.000915946	0.002034516	0.000679746	0.002249461	0.000967061	0.000102633	0.000375934	0.000198629	6.90237E-05	9.26043E-05	0.002779678	0.000422796	8.30824E-05	4.884E-05	0.000216782	0.001368677	0.000711277	0.000966118	7.61459E-05	0.000137264	0.000106752	0.001226367	0.005986595	0.000951605	0.000178372	0.000326241	0.000106455	9.37304E-05	9.9526E-05	5.00095E-05	7.13763E-05	6.14382E-05	0.002064838	0.001735275	3.83891E-05	3.04294E-05	4.50316E-05	3.21798E-05	4.45373E-05	5.86948E-05	5.54721E-07	4.22861E-05	5.23903E-05	1.22774E-05	4.12584E-05	0.000194556	8.38855E-05	0.000209544	0.000462574	0.000441455	0.002683705	0.002741587	0.000177184	8.98245E-05	0.000601135	0.000353054	0.00298547
28	"Miscellaneous ceramic, stone and clay products"	0.004771183	0.007286165	0.000751194	0.000373152	0.001918685	0.000178382	0.000246262	9.03517E-05	0.00068157	0.000627574	0.002756241	0.012231926	0.0102952	0.000802315	0.002623484	0.000611563	0.008257282	0.025660124	0.000600486	0.001715362	0.002405481	0.001400322	0.002571918	0.005244493	0.02448813	0.026092312	0.03686028	0.082661842	0.006708158	0.002581509	0.014166619	0.002131376	0.004391715	0.00480683	0.008869994	0.006414208	0.000985031	0.004026604	0.001522343	0.014658186	0.004568279	0.006063266	0.002592643	0.002061038	0.008422569	0.002687875	0.002134816	0.001982231	0.002339355	0.002262869	0.002060308	0.000387482	0.001125874	0.002415116	0.001319413	0.000923811	0.000998508	0.00160838	0.006644663	0.001317127	0.001804883	0.005376886	0.001201057	0.009030191	0.000307046	0.017172579	0.014251199	0.000436589	0.000433072	0.000764747	0.000121384	5.31225E-05	0.000161997	0.000374725	0.000166111	0.000251178	0.000246703	0.000100274	9.81855E-05	0.000156063	0.000218729	0.000137386	0.000212939	8.59817E-06	9.25009E-05	0.000316466	5.02259E-05	0.000114434	0.000486664	0.00020196	0.000316404	0.004836742	0.000174401	0.000279456	0.000425477	0.001936321	0.00040696	0.002171535	0.000159476	0.004097516
29	Pig iron and crude steel	0.004522209	0.000406076	0.000560212	0.000488534	0.003536922	5.99732E-05	8.81917E-05	3.44763E-05	0.000166933	0.000123767	0.00016238	0.000109214	0.000593125	0.002209218	0.001169553	0.001363818	0.014692989	0.003406387	0.003555054	0.002160876	0.000441171	0.00103776	0.029093123	0.032219779	0.004935416	0.020939614	0.009642233	0.015295613	0.571870475	0.597164617	0.018809406	0.005160642	0.234044046	0.202918356	0.113117537	0.095208657	0.02204793	0.016682923	0.029739882	0.001699174	0.007695871	0.05154949	0.044460659	0.008898579	0.026309201	0.008987583	0.01134583	0.005810521	0.033923074	0.040447251	0.097563304	0.000352422	0.0045585	0.048194622	0.002771491	0.004438583	0.002116402	0.008992944	0.009537028	0.019324328	0.019335457	0.000170305	0.001029477	0.001132274	0.000665418	0.01971646	0.040693246	0.000245728	0.000485886	0.006819152	0.000220499	7.20199E-05	0.00026458	0.003432344	0.000147907	0.000292201	0.000343025	0.000190743	0.000120095	0.00015353	7.18216E-05	9.63716E-05	0.000198379	1.24812E-06	0.000185631	0.000209561	3.86925E-05	0.000248329	0.000883449	0.000235355	0.000220383	0.000271255	0.000107223	0.000218624	0.000367612	0.000437244	0.000289638	0.000683162	0.000172014	0.010246985
