		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
		Agriculture	Agricultural services	Forestry	Fisheries	Mining	Livestock products	Seafood products	Flour and grain mill products	Miscellaneous foods and related products	Beverages	Prepared animal foods and organic fertilizers	Tobacco	Textile products (except chemical fibers)	Chemical fibers	"Pulp, paper, and coated and glazed paper"	Paper products	Chemical fertilizers	Basic inorganic chemicals	Basic organic chemicals	Organic chemicals	Pharmaceutical products	Miscellaneous chemical products	Petroleum products	Coal products	Glass and its products	Cement and its products	Pottery	"Miscellaneous ceramic, stone and clay products"	Pig iron and crude steel	Miscellaneous iron and steel	Smelting and refining of non-ferrous metals	Non-ferrous metal products	Fabricated constructional and architectural metal products	Miscellaneous fabricated metal products	General-purpose machinery	Production machinery	Office and service industry machines	Miscellaneous business oriented machinery	Ordnance	Semiconductor devices and integrated circuits	Miscellaneous electronic components and devices	Electrical devices and parts	Household electric appliances	Electronic equipment and electric measuring instruments	Miscellaneous electrical machinery equipment	Image and audio equipment	Communication equipment	"Electronic data processing machines, digital and analog computer equipment and accessories"	Motor vehicles (including motor vehicles bodies)	Motor vehicle parts and accessories	Other transportation equipment	Printing	Lumber and wood products	Furniture and fixtures	Plastic products	Rubber products	Leather and leather products	Watches and clocks	Miscellaneous manufacturing industries	Electricity	"Gas, heat supply"	Waterworks	Water supply for industrial use	Sewage disposal	Waste disposal	Construction	Civil engineering	Wholesale	Retail	Railway	Road transportation	Water transportation	Air transportation	Other transportation and packing	Mail	Hotels	Eating and drinking services	Communications	Broadcasting	Information services	"Image information, sound information and character information production"	Finance	Insurance	Housing	Real estate	Research	Advertising	Rental of office equipment and goods	Automobile maintenance services	Other services for businesses	Public administration	Education	"Medical service, health and hygiene"	Social insurance and social welfare	Nursing care	Entertainment	"Laundry, beauty and bath services"	Other services for individuals	Membership organizations	Activities not elsewhere classified
50	Motor vehicle parts and accessories	0.001258594	0.002738113	0.001714589	0.001830162	0.005885362	0.000436948	0.000711317	0.000159304	0.000879834	0.001802054	0.000227754	0.000953799	0.002177269	0.001212978	0.000561669	0.001106832	0.001269344	0.001369507	0.000288277	0.00050954	0.00124402	0.001555487	5.22493E-05	0.000524029	0.003386013	0.002590162	0.001301343	0.002095347	0.000887347	0.001668577	0.000350044	0.001136297	0.004598878	0.005361955	0.015003973	0.013883464	0.007059658	0.005295276	0.010901481	0.004819267	0.002937874	0.01075784	0.008685334	0.003080448	0.005180493	0.005462857	0.015121951	0.002751151	0.517678066	0.420188567	0.042876224	0.00250713	0.001377925	0.002766437	0.003342967	0.001749683	0.018488672	0.003279697	0.007054809	0.001038589	0.000814865	0.001046393	0.004323805	0.00144378	0.00266258	0.003046949	0.005916784	0.010397116	0.031732797	0.009007315	0.006087579	0.000582878	0.008097697	0.00227072	0.000887441	0.001239335	0.000374618	0.002818409	0.002170224	0.004061289	0.001278798	0.00132253	0.003766477	5.67202E-05	0.000703385	0.001206393	0.000474914	0.006917665	0.174228455	0.004389537	0.003167086	0.002289585	0.002185215	0.002687101	0.005380303	0.0020754	0.001535724	0.00180499	0.001342007	0.001135999
51	Other transportation equipment	7.88584E-05	0.000240745	0.000140053	0.072013375	0.000566668	4.39364E-05	7.32521E-05	1.42661E-05	7.84754E-05	0.000271124	2.84692E-05	7.28091E-05	0.000227934	0.000125481	0.000121633	0.000104909	0.000133477	0.000220472	3.27672E-05	0.000101756	0.000178667	0.000275507	1.01745E-05	3.78512E-05	0.000391508	0.000287047	0.00051234	0.000621926	0.000956782	0.001396624	6.77504E-05	0.000152927	0.001700054	0.001617864	0.008236398	0.005132909	0.001963614	0.002757932	0.046605836	0.000381484	0.000406046	0.001858226	0.001672453	0.00076551	0.001055403	0.000615971	0.007163525	0.000682488	0.002997769	0.002777183	0.270327641	0.000146812	0.000233251	0.000916261	0.00028177	0.000531508	0.000645774	0.001279711	0.000935152	0.00017256	6.51499E-05	0.000158842	0.000308843	0.000569637	0.00044558	0.0009865	0.000939024	0.000657552	0.001963744	0.231245545	0.000426559	0.014794524	0.273603003	0.00036794	0.000120601	0.000135545	6.99951E-05	0.000228855	0.000145655	0.000336893	0.000257205	0.000188088	0.000330329	7.48873E-06	9.21234E-05	0.000460893	5.72947E-05	0.006083674	0.010523287	0.000415815	0.017348804	0.000643571	0.000137772	0.000269266	0.000366478	0.000387391	0.000227311	0.001076654	0.000280839	0.000141162
52	Printing	0.001395645	0.002825129	0.001421751	0.001351448	0.001317789	0.011694772	0.007758461	0.006822741	0.01734761	0.005267252	0.001464583	0.011933409	0.004992753	0.004756853	0.001172672	0.021489693	0.003554164	0.002612887	0.000804821	0.003424372	0.015299126	0.012500739	0.000153841	0.000232154	0.014058001	0.001132017	0.005827864	0.002103695	0.000399689	0.000785677	0.000781012	0.001914047	0.001256133	0.006626739	0.003706887	0.004107008	0.010149098	0.006597335	0.005686397	0.011132321	0.008613535	0.004853337	0.01765282	0.005329372	0.002546623	0.015022858	0.008916788	0.00849644	0.003143175	0.002483996	0.004188724	0.108083403	0.002072805	0.007455434	0.002132548	0.002802794	0.002751323	0.007727219	0.011249272	0.002962039	0.00647178	0.005385892	0.011770358	0.00376783	0.01303992	0.001449947	0.001135963	0.014274112	0.016797402	0.00574971	0.007798465	0.001421501	0.000790322	0.012181213	0.028477743	0.00129931	0.00114653	0.015733062	0.014375252	0.019397089	0.140406813	0.042689975	0.051226005	2.91228E-06	0.000651282	0.027655711	0.052601571	0.004282055	0.002218212	0.014636431	0.026761025	0.038816598	0.005778954	0.03106625	0.007652163	0.033828771	0.006721258	0.013580418	0.081461243	0.001526588
53	Lumber and wood products	0.001297279	0.000342264	0.027654111	0.003742565	0.001154254	0.00037983	0.001556126	7.01414E-05	0.000478166	0.000758913	0.002846921	0.000101933	0.000599071	0.000174912	0.079437447	0.008805045	0.000732817	0.000210541	6.84797E-05	0.000237175	0.000245123	0.000959665	1.59119E-05	6.47676E-05	0.010664429	0.001289017	0.027469093	0.004459916	7.71578E-05	0.000213255	0.000193465	0.002381961	0.003808954	0.001573604	0.000473972	0.000539942	0.002525721	0.001210247	0.001616605	0.000536506	0.000495722	0.000514134	0.000864357	0.000234858	0.001016204	0.000606638	0.000371253	0.000261743	0.000296177	0.000390834	0.002303174	0.000375065	0.277508707	0.168237169	0.000715763	0.000254749	0.003125763	0.000930063	0.036633574	0.00197577	8.18467E-05	7.77835E-05	0.000102948	0.000142628	0.000271618	0.083893997	0.004914706	0.002501794	0.000710576	0.000454033	0.000127013	0.000401674	3.29123E-05	0.027166458	0.000222998	0.000923384	0.001517286	0.000167617	0.000210977	0.000235009	0.000340453	0.000470535	0.000200654	3.66116E-05	7.34973E-05	0.000420538	3.70183E-05	0.000249108	0.000160029	0.000893046	0.000178634	0.000434248	0.000110389	0.000520622	0.000398247	0.001939813	0.001012359	0.00225911	0.000792868	9.00623E-05
54	Furniture and fixtures	7.5552E-05	0.000188535	0.001417507	0.00101512	0.002692624	0.000438485	0.00029831	8.20298E-05	0.000613966	0.000824146	0.000179251	0.001609081	0.0013131	0.000730069	0.00225348	0.001447176	0.000921256	0.001626724	0.000328408	0.000921389	0.003464445	0.001321204	3.37363E-05	0.000138788	0.001253127	0.000793759	0.005569133	0.00228422	0.000221692	0.000335809	0.000185185	0.000582902	0.000804539	0.000643895	0.000829626	0.000935287	0.00096461	0.001379562	0.00079652	0.002188887	0.001775372	0.001479958	0.001836118	0.001420574	0.001288485	0.004577787	0.001929261	0.004371345	0.000595949	0.000666861	0.003184192	0.000723105	0.005739379	0.032072665	0.001420754	0.00153565	0.000624067	0.002349634	0.007847147	0.00093198	0.000655428	0.001107801	0.001544216	0.005348988	0.010892414	0.024652977	0.000387092	0.003632122	0.002498367	0.001032578	0.002694687	0.001297828	0.000642003	0.003198611	0.001911411	0.005267773	0.004425137	0.00487477	0.001539322	0.008285396	0.002863537	0.005237532	0.007239936	0.001124142	0.002330143	0.00630666	0.000640473	0.0035817	0.000503379	0.005896392	0.002993429	0.01000379	0.003820496	0.021073457	0.012024179	0.013740318	0.002866136	0.011039959	0.026827607	0.000414862
55	Plastic products	0.016520263	0.013580344	0.062769231	0.036379839	0.002540499	0.007831224	0.029837231	0.002169035	0.032361912	0.066126478	0.003044097	0.017284876	0.020321338	0.014304781	0.009531643	0.056964419	0.021513425	0.014453806	0.002158584	0.016935751	0.065443606	0.036901019	0.000274175	0.000192621	0.045076299	0.002108381	0.00707285	0.01414359	0.000251294	0.001300158	0.001893625	0.012679358	0.006311354	0.01405991	0.010832041	0.014356268	0.031933171	0.054106969	0.02613669	0.03879524	0.022850551	0.028015307	0.052153774	0.01235734	0.101921389	0.033984199	0.052019298	0.037283227	0.027834905	0.033061706	0.013843572	0.09221161	0.012388788	0.048465616	0.298180304	0.061338497	0.097517298	0.04621646	0.104501233	0.000182251	0.000351941	0.060941311	0.018599224	0.052129226	0.008584572	0.021427515	0.019296435	0.006775722	0.019171379	0.002788525	0.002144296	0.000658258	0.000807846	0.017813152	0.001394875	0.003388859	0.001616276	0.000840953	0.001772614	0.020843166	0.004460169	0.005058628	0.01415705	0.00308397	0.003038562	0.012710313	0.005256232	0.00206915	0.011602662	0.005973228	0.003355033	0.002825133	0.003453706	0.002048521	0.003364864	0.014614489	0.010024601	0.004933903	0.0064969	0.013295371
56	Rubber products	0.002519833	0.012666672	0.004184615	0.003209841	0.012223298	0.000444197	0.000563849	8.0841E-05	0.000645495	0.000826475	0.000200339	0.000251191	0.004641932	0.00065402	0.000407997	0.002203498	0.001520596	0.000573028	0.000640617	0.001276581	0.002662362	0.001045697	5.14843E-05	0.0002658	0.001866842	0.00398699	0.001209122	0.002799709	0.000736184	0.000955249	0.000162601	0.000750584	0.00457586	0.002555324	0.012770635	0.024324386	0.019216435	0.009338573	0.01441748	0.008900213	0.001742543	0.011171494	0.009875742	0.002857651	0.005651715	0.005229535	0.009284906	0.003374114	0.018992889	0.016563066	0.01329915	0.001678115	0.000974782	0.002912968	0.00275916	0.054749674	0.044477004	0.006608345	0.00939269	0.000129696	0.000145687	0.00126828	0.003637487	0.00234505	0.032927512	0.00093029	0.006233274	0.003836859	0.01130005	0.001961334	0.005769435	0.00235104	0.000315872	0.001532328	0.002550823	0.001768079	0.000270783	0.000666953	0.000312814	0.000737252	0.000295448	0.00028295	0.000452723	2.26049E-05	0.000133277	0.002590488	0.000181743	0.002082124	0.060276187	0.000686945	0.003725148	0.001334911	0.00230108	0.003288318	0.005151491	0.004913517	0.001945893	0.002535704	0.010303767	0.0014905
57	Leather and leather products	9.05963E-05	0.000130524	0.000195225	0.000994253	0.002922714	5.47008E-05	8.0481E-05	3.15042E-05	0.000115143	8.18321E-05	0.000238298	6.91686E-05	0.002714896	0.000307998	0.000107174	0.000217544	0.000240783	8.24286E-05	4.12351E-05	8.34624E-05	0.00019477	0.000334142	7.87946E-06	0.000174116	0.00014965	0.000234489	0.000970884	0.000289049	7.06582E-05	8.31179E-05	5.3824E-05	7.84541E-05	0.000415423	0.000138781	0.000137046	0.000399655	0.000157455	0.004061779	0.000747032	0.000441135	0.000327602	0.000192635	0.000104848	0.000374503	0.000116752	0.000424647	0.000385584	0.000289466	0.00041694	0.00040317	0.000192716	0.000200132	0.000438652	0.001047786	0.00017646	0.000499595	0.174331841	0.004237733	0.002475612	0.000174372	0.00382224	0.000134279	0.000274527	0.000198629	0.000629989	9.8875E-05	0.000110783	0.00033833	0.000278013	0.000336669	0.00022833	8.86076E-05	3.29123E-05	0.000260121	0.00195692	0.000729783	9.30928E-05	0.004118828	0.000593576	0.000200109	0.000277726	0.000268859	0.00067863	1.3868E-07	8.21811E-05	0.002546594	7.25485E-05	0.001607003	0.000238126	0.000393522	0.000802369	0.00074151	0.000107977	0.000413471	0.000268145	0.000908464	0.001344618	0.003421753	0.002684014	0.002045565
58	Watches and clocks	5.29029E-06	2.32043E-05	2.54642E-05	4.78714E-05	0.000127405	1.12038E-05	2.12046E-05	8.32187E-06	1.36393E-05	2.38798E-05	7.38091E-06	1.45618E-05	3.86497E-05	4.94317E-05	0.00013099	6.74997E-05	4.97269E-05	3.47591E-05	1.32541E-05	2.55342E-05	0.000105308	3.32861E-05	2.83049E-06	6.7291E-06	0.000108836	4.24506E-05	0.000589191	7.61754E-05	1.21625E-05	1.01622E-05	1.50557E-05	1.92037E-05	3.50753E-05	5.90133E-05	5.65336E-05	6.84993E-05	9.51176E-05	0.000107909	5.18445E-05	0.000240749	0.000342979	0.000163304	0.000121896	0.000154879	6.78594E-05	0.001171279	0.000140171	0.00251387	0.000188126	0.000259233	3.72292E-05	3.61553E-05	2.85472E-05	3.70741E-05	0.000170507	5.06198E-05	6.51201E-05	0.166187649	9.80893E-05	1.21343E-05	1.40776E-05	5.40391E-05	3.43159E-05	4.37509E-06	0.000106739	3.13259E-05	2.37882E-05	0.000147896	0.000123325	4.77732E-05	0.000112819	3.73748E-05	1.2823E-05	8.16806E-05	0.000118325	8.75643E-05	5.53923E-05	3.91291E-05	0.000136729	0.001210928	0.000152038	0.000121282	0.000289834	0	7.07286E-05	0.000132392	6.10152E-05	0.000201362	0.000487486	0.000212974	6.78409E-05	9.91401E-05	2.29621E-05	0.000117958	0.000101736	0.001982998	0.000128321	0.001667089	0.000101302	6.3874E-06
59	Miscellaneous manufacturing industries	0.001207675	0.002433556	0.002949602	0.013664227	0.004464888	0.000817437	0.001278539	0.000241334	0.00142926	0.004155383	0.000413331	0.001627283	0.017418644	0.00190122	0.001246672	0.001493125	0.001868684	0.001557205	0.000435546	0.001489619	0.004615937	0.002799621	0.000118804	0.000312062	0.006895978	0.001570673	0.008184627	0.004635224	0.001054404	0.001831324	0.001399423	0.003786641	0.001043854	0.00146683	0.001516955	0.003573416	0.003788581	0.006479291	0.007130973	0.004209179	0.004766982	0.003386437	0.002751194	0.006620457	0.003370208	0.005535965	0.005246355	0.006146465	0.002064955	0.002124184	0.001644217	0.001717192	0.004481214	0.014184391	0.002290583	0.002518883	0.025543346	0.075726743	0.050039287	0.000356939	0.000473074	0.000935858	0.001166741	0.002045793	0.007139275	0.006045143	0.005552032	0.003006006	0.002626417	0.001579148	0.0024365	0.001186334	0.000528306	0.002414981	0.003563416	0.004027958	0.003342915	0.00296438	0.003824772	0.010056827	0.020851818	0.002772508	0.003029152	2.0386E-05	0.001019776	0.012725181	0.002583657	0.018502723	0.002832571	0.014946331	0.005963496	0.017805374	0.001611565	0.010737906	0.012550258	0.014972667	0.01348422	0.021560811	0.01153043	0.001407463
60	Electricity	0.016607884	0.080501678	0.031155438	0.01399319	0.059657983	0.01099816	0.016191612	0.006355528	0.020768604	0.017952106	0.010244698	0.017514225	0.033143636	0.076474681	0.097664325	0.032309155	0.070384494	0.192963378	0.018376862	0.035845763	0.01287882	0.019796038	0.009402037	0.01628022	0.060506844	0.093867097	0.068866141	0.075092298	0.034005473	0.038457204	0.054343011	0.024461998	0.015472939	0.031001218	0.017593315	0.014997825	0.008874953	0.016014008	0.006928309	0.040815175	0.033892761	0.013571671	0.010453259	0.00690673	0.017659029	0.008384055	0.007781085	0.007235836	0.00713961	0.01370961	0.017465974	0.026059906	0.028132219	0.015557017	0.025536294	0.028686549	0.01337132	0.017482395	0.012463445	0.172483401	0.028221387	0.035834441	0.160941629	0.065147751	0.117031791	0.007287501	0.007436714	0.020000953	0.065259685	0.083585396	0.020919982	0.00170685	0.002388489	0.05306071	0.027403713	0.048032022	0.026505888	0.021178858	0.010537902	0.00703999	0.005856259	0.008788939	0.010353946	4.99249E-06	0.046646652	0.045697092	0.005982647	0.006382084	0.005899705	0.020655302	0.014224349	0.054563794	0.014409023	0.030111159	0.041411617	0.082689587	0.063878532	0.076194344	0.004292818	0.018812806
61	"Gas, heat supply"	0.000252777	0.003663386	0.000229178	0.000103108	0.000682664	0.001033165	0.000758063	0.00038875	0.006082041	0.005214833	0.001502542	0.000298517	0.005530381	0.002669313	0.0023065	0.001973755	0.010691282	0.003856268	0.000596804	0.002671051	0.003487705	0.002178706	7.12212E-05	0.001045534	0.017583082	0.001268128	0.038417793	0.007069708	0.003649003	0.005861027	0.001170201	0.003472356	0.002996012	0.006381434	0.002459298	0.00205702	0.001424614	0.00355741	0.001649597	0.007149246	0.003545042	0.00228153	0.001438463	0.001001638	0.004179884	0.000967511	0.002015245	0.001080401	0.003054608	0.004370076	0.004210186	0.001503547	0.000401053	0.001091922	0.006734266	0.007769583	0.001020214	0.005286676	0.001440338	0.002045582	0.016556927	0.004515536	0.001990323	0.000580137	0.011673201	0.001764529	0.001281819	0.004431538	0.016021597	0.002387155	0.002780586	0.000673585	0.000327413	0.001335289	0.003988932	0.029027448	0.020299001	0.002227864	0.00178154	0.000621014	0.001071261	0.001724372	0.00293929	9.70761E-07	0.004471382	0.028951309	0.00040776	0.000417255	0.003847824	0.007402453	0.00776132	0.020411103	0.003643532	0.015180485	0.016257017	0.005866435	0.017033664	0.013125902	0.002956829	0.000386757
62	Waterworks	0.001927485	0.007120834	0.001515119	0.000788038	0.004335582	0.002205388	0.003391284	0.000364379	0.002672414	0.003760783	0.000352175	0.00384796	0.000997461	0.003159828	0.001881208	0.000918971	0.001353095	0.001534364	0.000457636	0.001327014	0.004296944	0.001129681	6.79317E-05	0.000549263	0.001135221	0.001532939	0.000819744	0.00100802	0.00032311	0.000452143	0.000692937	0.000585713	0.000523206	0.000742417	0.000917314	0.000990858	0.000738908	0.000949716	0.002276444	0.001248037	0.002304614	0.000842068	0.000814916	0.000681088	0.000800825	0.00045109	0.000669509	0.000638456	0.000508893	0.000489825	0.000805903	0.000458332	0.000730391	0.000784736	0.000754031	0.000773602	0.001899335	0.001314676	0.000803519	0.000722151	0.00275856	0.342702558	0.062249065	0.014733561	0.02243662	0.001189368	0.000681319	0.001380593	0.003315821	0.008469772	0.005802962	0.001121453	0.000397512	0.005984799	0.004314327	0.014281139	0.011739519	0.005521835	0.001102761	0.000462278	0.001002238	0.001574531	0.003582203	4.02173E-06	0.004320109	0.024471938	0.000164815	0.00076912	0.001041834	0.002455413	0.007230876	0.038920299	0.008179972	0.012756783	0.022534794	0.009435514	0.039306023	0.008596982	0.003378087	0.001563316
63	Water supply for industrial use	1.45483E-05	2.90054E-05	8.48806E-06	3.68242E-06	4.56377E-05	9.90766E-05	0.000114697	2.31823E-05	0.000410365	0.000237342	4.95575E-05	0.000913754	0.00079232	0.002874645	0.00344288	0.001140581	0.003104005	0.003657645	0.001319891	0.002347999	0.000992507	0.000743561	0.00032543	0.002436776	0.001433009	0.000854403	0.000130647	0.001119675	0.000670095	0.001082808	0.00070611	0.00030562	0.000133359	0.000361331	0.000157874	0.000155031	5.69631E-05	0.00028259	0.000115472	0.000486856	0.000613043	0.00019869	7.07511E-05	7.74397E-05	0.000840866	3.57761E-05	0.00010121	9.62169E-05	5.98085E-05	6.6564E-05	9.92049E-05	0.000337449	9.74782E-05	0.00012005	0.00109122	0.00035984	8.14001E-05	3.49648E-05	0.000220066	3.15178E-06	1.17859E-05	0.001437766	0.000274527	6.21263E-05	0.000432862	5.07391E-06	2.89728E-06	9.58041E-05	2.7982E-05	5.11587E-05	2.44727E-05	4.82932E-06	1.02584E-05	2.53838E-05	1.82039E-05	6.06953E-05	4.99163E-05	2.34035E-05	6.08588E-06	2.11086E-06	2.70497E-05	6.91963E-06	1.54699E-05	0	1.82485E-05	0.000103365	7.44087E-07	3.37333E-06	4.65838E-06	1.08381E-05	3.05886E-05	0.000163713	3.4418E-05	5.40385E-05	9.49287E-05	3.96917E-05	0.000165442	3.64564E-05	1.45434E-05	1.30942E-05
64	Sewage disposal	0.000595489	0.000437982	0.000127321	0.000196396	0.003641508	0.000949685	0.000402405	0.000398855	0.001399116	0.000933352	0.000179251	0.004179241	0.000405822	0.000125481	0.000347322	0.000276505	0.000345471	0.000430019	0.000131437	0.000440178	0.002174927	0.000392264	4.45993E-05	8.91606E-05	0.000341625	0.000918416	0.000281787	0.000298441	0.000145757	0.000169421	0.00045054	0.00021007	0.000424922	0.000314821	0.000229635	0.000270708	0.000192385	0.0002498	0.001437506	0.000401129	0.000492785	0.000200015	0.000267661	0.000194869	0.000243198	0.000149326	0.000177342	0.000218526	9.21092E-05	0.000145403	0.000237391	0.000447376	0.000414979	0.000270112	0.000234288	0.000254199	0.000363587	0.000881113	0.00050112	0.000112046	0.001192342	0.000526471	3.43159E-05	6.21263E-05	0.017123269	0.000624179	0.000694967	0.003154542	0.007049195	0.004989477	0.00213622	0.000308237	4.53078E-05	0.000850483	0.000664443	0.007714296	0.00619748	0.002755136	0.000531094	0.000733593	0.000758557	0.001854965	0.002231768	3.50861E-05	0.000744412	0.0044553	0.00016835	0.000490949	0.000456796	0.001498219	0.004938014	0.017037938	0.001575338	0.007524316	0.011689849	0.006353214	0.009997562	0.007662588	0.002228153	0.004291055
65	Waste disposal	0.000444054	0.003486453	0.000182493	6.01462E-05	0.002595644	0.001470991	0.000166263	8.44075E-05	0.001075133	0.000357615	0.000570439	0.001012046	0.000284918	0.004498287	0.001372275	0.002021737	0.005435935	0.006497956	0.001428501	0.001807463	0.005021835	0.001392129	0.000191708	0.000266641	0.001578124	0.004076608	0.001037488	0.00597299	0.000234112	0.000680414	0.000220942	0.000393207	0.000157473	0.000136281	0.00039521	0.000206745	0.000293414	0.000446539	0.004597663	0.000962639	0.000830062	0.000344964	0.000171763	0.000291351	0.000871635	0.000362428	0.000435293	0.000380791	0.000168693	0.000229127	0.002804016	0.000608066	0.000509672	0.000261284	0.000179437	0.000377447	0.00021164	0.000139859	0.000229214	0.023038933	0.002204295	0.005367879	0.000102948	0.000257255	9.44757E-05	0.00032698	0.00504028	0.002440308	0.00335608	0.02926954	0.007864296	0.002059601	0.000561646	0.002711544	0.005292787	0.050409693	0.018108231	0.008805538	0.006649431	0.000574012	0.001262241	0.004665719	0.00812832	8.04345E-06	0.000182359	0.003454928	0.000191416	0.001201166	0.000932499	0.000720957	0.065167803	0.019419941	0.004976337	0.010985557	0.012162223	0.02327014	0.024022104	0.029895069	0.000166999	0.00017214
66	Construction	0.014451097	0.012292502	0.015524668	0.00551749	0.025501967	0.003676598	0.001741184	0.001415312	0.002341018	0.002775886	0.001059687	0.00176562	0.009198142	0.034469122	0.019723339	0.015861198	0.015260922	0.020040082	0.008470498	0.01531808	0.00971522	0.011055865	0.001302866	0.005211689	0.018122728	0.029785517	0.018024111	0.02900302	0.012628521	0.011593736	0.012959155	0.009286861	0.017645047	0.012848388	0.007580223	0.007971546	0.003202291	0.008239216	0.009197683	0.006574163	0.014489628	0.007979206	0.005885978	0.005675947	0.007861149	0.004025591	0.006056931	0.004933969	0.001907671	0.002912142	0.007310284	0.008039249	0.00519002	0.007718484	0.011719802	0.007791592	0.004319631	0.007881064	0.007631656	0.057181496	0.09641636	0.180968593	0.185408874	0.078012273	0.024078135	0.003968326	0.002514917	0.021417145	0.018860565	0.089385513	0.037112087	0.008776768	0.0008788	0.035081432	0.020613654	0.008297978	0.005522452	0.021805202	0.030800228	0.004644308	0.011415438	0.017072744	0.017010118	0.406434206	0.096573501	0.012688366	0.001182913	0.011281978	0.002891212	0.013530676	0.065680022	0.084014652	0.012014386	0.018737143	0.023195135	0.031804493	0.017927326	0.025586869	0.009628751	0.001269815
67	Civil engineering	2.44676E-05	3.48065E-05	0.001239257	1.22747E-05	7.79644E-05	1.75746E-05	8.67459E-06	1.72382E-05	2.03601E-05	1.89291E-05	1.58162E-05	2.54832E-05	1.18922E-05	1.90122E-05	9.92348E-06	1.21987E-05	1.57032E-05	1.78761E-05	5.52256E-06	9.52767E-06	3.85961E-05	1.92035E-05	9.17996E-07	7.57024E-06	1.81394E-05	2.6279E-05	2.04936E-05	3.23485E-05	0.000163904	0.000148945	6.77504E-06	1.19438E-05	1.57108E-05	1.62537E-05	2.45037E-05	3.61776E-05	1.55842E-05	2.20587E-05	3.29919E-05	3.17903E-05	2.36716E-05	4.73072E-05	1.44912E-05	2.60248E-05	3.16115E-05	6.84413E-05	4.61267E-05	4.64776E-05	9.06505E-06	1.22746E-05	2.95644E-05	2.8486E-05	0.000992885	3.97223E-05	1.1764E-05	2.20086E-05	3.256E-05	1.39859E-05	2.592E-05	2.74205E-05	1.99706E-05	4.3395E-05	6.86318E-05	9.01269E-05	3.6791E-05	2.60755E-05	7.39569E-05	8.68908E-05	7.37539E-05	1.31658E-05	3.96457E-05	1.02886E-05	7.99298E-05	6.33339E-05	2.73059E-05	4.24627E-05	2.26764E-05	0.000103789	4.70641E-05	9.7803E-05	4.38392E-05	0.000107695	0.000179269	2.7736E-07	2.3786E-05	4.38946E-05	1.56258E-05	3.86636E-05	2.21958E-05	0.000100804	6.94466E-05	4.60894E-05	3.13028E-05	6.3611E-05	7.26148E-05	5.42983E-05	1.60401E-05	3.52676E-05	6.51947E-05	1.85235E-05
68	Wholesale	0.07820624	0.10486044	0.085788859	0.114912322	0.063537188	0.086549002	0.185993422	0.056662397	0.13640468	0.127263234	0.109606461	0.064141162	0.144378569	0.081307583	0.141625619	0.174891187	0.080363896	0.07548474	0.025051424	0.06536655	0.101827179	0.112134617	0.010758758	0.054795074	0.098847395	0.080576682	0.120930101	0.104285234	0.051379615	0.061728249	0.073241998	0.104368349	0.114606214	0.11354777	0.097052028	0.085019164	0.087349095	0.088681868	0.086929063	0.081192786	0.07248581	0.091347499	0.09774091	0.0596241	0.099305221	0.065020758	0.071453426	0.06064599	0.039678858	0.077366185	0.080198287	0.177229054	0.154734866	0.145717274	0.135830113	0.144815986	0.170099037	0.10423004	0.144415972	0.032975302	0.045835445	0.034470364	0.034281596	0.0544454	0.063969143	0.1408338	0.101288917	0.082154147	0.064670812	0.018965955	0.044176615	0.020325148	0.004491027	0.046933409	0.031558755	0.112679912	0.145760129	0.012125225	0.01404986	0.041005933	0.073550923	0.019773917	0.025666237	0.00332985	0.009969588	0.054759907	0.012391656	0.052876453	0.097961957	0.034750531	0.03575183	0.045658707	0.124133383	0.089882023	0.081154606	0.059410238	0.083874572	0.071149487	0.071693076	0.032644718
69	Retail	0.057803893	0.04853189	0.076074271	0.033086529	0.072927145	0.008615929	0.012212383	0.008221409	0.065815956	0.02132324	0.035453657	0.014001187	0.022384639	0.01690565	0.007943603	0.009800868	0.01865282	0.019902039	0.005766654	0.011795637	0.02170863	0.012002471	0.001922436	0.00513094	0.015578683	0.024149017	0.021556693	0.024114226	0.005057213	0.006032571	0.007420932	0.008045647	0.012277802	0.01214848	0.013518523	0.015754379	0.018576407	0.018272936	0.014000368	0.014261343	0.014545265	0.013452646	0.00802769	0.011793046	0.009373443	0.023081817	0.011701409	0.017523704	0.005961779	0.008672917	0.007344009	0.010805309	0.018868306	0.015609097	0.009247798	0.015954579	0.029504816	0.090244124	0.033438301	0.035914806	0.006612556	0.01764375	0.070553516	0.044349437	0.061901578	0.016915001	0.020356916	0.029250876	0.024379645	0.012993554	0.066571076	0.00691454	0.00365497	0.024011577	0.046533748	0.068500239	0.084401946	0.010772911	0.013629529	0.044330392	0.016309568	0.018396784	0.019197751	0.002623691	0.013307802	0.059269722	0.007707441	0.146820103	0.01142948	0.033318222	0.038545832	0.042515509	0.023134206	0.054863554	0.043107853	0.048706177	0.058379071	0.060078619	0.050786147	0.018604258
